PlasticoLiquidoTransparente300mm
227-   [24.75;24.25;24.75;25.25;25.25;25.00;25.25;24.50;24.75;24.75;25.00;26.75;26.50;25.00;24.25;25.25;24.75;24.75;25.75;32.50;31.50;25.50;24.50;24.00;24.50;24.25;25.50;35.75;34.25;24.75;24.00;23.50;24.50;24.75;25.75;36.25;33.25;25.25;24.00;23.50;23.25;24.25;25.50;35.50;31.00;24.25;23.50;23.50;23.25;23.50;24.00;29.25;26.75;23.75;23.50;22.50;23.50;23.25;23.00;23.50;23.50;22.75;22.75;22.25]
712-   [24.75;24.25;25.25;25.50;24.75;24.00;24.75;24.25;24.25;24.25;25.00;26.50;26.50;24.75;24.25;24.50;24.50;24.25;25.00;32.50;31.25;25.25;24.50;23.75;24.00;24.00;25.50;36.00;34.00;24.75;24.00;23.50;24.25;24.25;25.50;36.25;33.25;24.75;24.00;23.00;23.50;23.75;25.25;35.50;31.00;24.00;24.00;23.50;23.00;23.25;24.00;29.25;26.50;23.75;22.50;22.25;22.25;23.50;23.25;23.25;23.50;22.75;22.25;22.75]
1197-  [24.25;24.25;24.50;25.00;24.75;24.00;25.00;23.75;24.25;24.00;24.50;26.25;26.25;25.00;24.00;23.75;24.50;24.50;25.00;32.25;31.25;25.00;24.50;24.00;24.00;24.00;25.50;36.25;34.00;25.00;24.25;23.75;23.75;24.25;25.75;36.50;32.75;24.50;23.75;23.25;23.50;23.75;25.25;35.25;31.00;24.00;23.50;23.25;23.25;23.00;23.75;29.25;26.50;23.50;22.75;21.75;22.25;23.25;23.50;23.25;23.00;22.75;22.50;22.00]
1682-  [24.50;24.00;24.25;25.00;25.00;24.25;25.00;24.25;25.00;24.25;24.50;26.25;26.50;24.75;24.25;23.75;24.50;24.25;25.25;32.25;31.25;25.00;24.00;24.00;24.25;24.25;25.25;36.00;34.00;25.00;24.00;23.50;24.00;24.25;25.75;36.00;32.75;24.75;23.75;22.75;23.25;23.75;25.00;35.25;31.00;24.00;23.50;22.75;23.50;23.50;24.00;29.25;26.75;23.50;22.50;22.50;23.00;23.25;23.25;23.25;23.00;22.75;22.25;22.50]
2167-  [24.25;23.75;24.25;24.75;25.25;24.50;24.75;23.50;24.50;24.25;24.50;26.00;25.75;24.75;23.50;23.75;24.00;24.25;25.25;31.75;30.75;25.00;24.50;23.25;23.75;24.00;25.00;36.00;33.75;25.00;23.75;23.75;24.00;24.25;25.25;36.00;32.75;24.50;24.25;23.25;23.25;23.75;24.75;35.25;30.75;24.00;23.00;22.75;22.50;23.50;23.75;29.25;26.75;23.50;22.50;22.50;22.50;23.00;23.50;23.25;23.25;22.50;22.50;22.25]
2652-  [24.25;23.50;24.50;24.75;24.75;24.00;24.00;24.00;24.50;23.75;25.00;26.00;26.00;24.75;24.00;24.00;24.50;24.00;24.75;32.00;31.00;24.50;24.50;23.75;23.50;24.00;24.75;35.75;33.75;25.00;24.00;22.75;24.00;24.00;25.25;36.00;32.75;25.00;24.00;23.00;24.00;23.75;25.25;35.75;30.75;24.00;23.50;23.25;23.00;23.25;23.25;29.00;26.50;23.50;22.50;22.25;22.50;23.50;23.25;23.25;23.25;22.75;22.25;21.75]
3137-  [23.75;23.25;24.25;24.75;25.00;24.00;24.25;23.50;24.75;24.00;25.00;26.00;26.00;24.50;24.25;24.00;23.75;23.75;25.00;32.25;30.75;24.75;24.50;23.50;23.75;24.00;25.25;36.00;33.75;24.75;23.75;23.50;23.75;24.25;25.50;36.00;32.75;24.50;23.75;23.00;23.50;24.00;25.00;35.50;31.00;24.00;23.25;23.00;23.25;23.50;24.00;29.00;26.75;24.00;23.00;22.25;22.50;23.00;23.50;23.75;23.25;22.50;22.75;22.50]
3622-  [24.50;24.25;24.25;25.25;25.25;24.00;24.75;23.50;24.25;23.75;25.00;26.25;26.25;24.75;24.00;24.25;24.25;24.50;25.00;32.25;31.00;25.00;24.50;23.50;24.25;23.75;25.25;36.00;34.25;24.75;24.25;23.25;24.00;24.00;25.50;36.25;33.25;24.75;23.50;23.00;23.50;24.00;24.75;35.00;31.00;24.25;23.00;23.25;23.25;23.25;24.00;29.25;26.25;24.00;23.25;21.50;22.75;23.50;23.50;23.75;23.50;22.50;22.75;22.75]
4107-  [24.25;23.50;24.50;25.00;25.00;24.25;24.25;24.25;24.25;23.75;24.50;26.75;25.75;25.00;24.00;24.00;24.50;24.50;25.50;32.25;31.00;25.00;24.50;23.50;23.75;23.75;25.00;35.75;34.00;25.00;24.00;23.25;23.75;24.25;25.50;36.25;33.00;24.50;23.50;23.00;23.50;23.75;25.00;34.75;31.25;23.75;23.50;23.25;23.00;23.50;24.25;29.25;26.75;24.00;22.50;22.00;23.25;23.25;23.00;23.50;23.25;23.00;22.50;22.25]
4592-  [24.25;23.75;24.50;24.75;25.00;24.50;24.25;23.75;23.75;24.00;24.75;26.50;26.25;25.00;24.00;24.25;24.50;24.25;25.25;32.25;31.00;24.75;24.50;24.00;24.25;24.00;25.25;35.50;34.00;24.75;24.25;23.50;24.00;24.25;25.75;36.25;32.75;24.50;23.75;22.75;23.50;24.00;25.25;35.25;31.25;24.00;23.50;23.25;23.00;23.00;24.00;29.25;26.25;23.50;22.75;22.00;22.50;23.25;23.75;23.25;23.50;22.75;23.00;22.50]
